risk_score,hdi,ndvi,evi,ndwi,temp,rain,nightlights,curr_fire_risk,curr_poaching_risk,curr_encroachment_risk,curr_drought_risk,curr_heat_risk,sens_fire,sens_poaching,sens_encroachment,sens_drought,sens_disease,sens_power_lines,is_plant,is_mammal,is_bird,is_reptile,is_amphibian,is_insect,is_marine,is_fungi,action,outcome
0.12,0.63,0.73,0.66,0.17,17.6,753.0,4.6,0.14,0.02,0.9,0.24,0.28,0.75,0.56,1.0,0.95,0.36,0.17,0,1,0,0,0,0,0,0,Buffer_Zone_Enforcement,success
0.17,0.82,0.18,0.16,0.32,15.4,461.0,9.3,0.26,0.17,0.11,0.07,0.12,0.83,0.62,0.22,0.05,1.0,0.1,0,0,0,0,1,0,0,0,Fungal_Infection_Screening,success
0.1,0.43,0.66,0.62,0.49,19.2,368.0,3.8,0.23,0.05,0.21,0.05,0.23,0.44,0.26,0.96,0.32,0.31,1.0,0,0,1,0,0,0,0,0,Install_Bird_Diverters,success
0.17,0.79,0.35,0.34,-0.13,41.0,216.0,1.3,0.25,0.12,0.7,0.14,0.08,0.94,0.58,1.0,0.82,0.33,0.05,0,1,0,0,0,0,0,0,Buffer_Zone_Enforcement,success
0.2,0.81,0.78,0.63,0.39,23.2,2224.0,0.6,0.26,0.23,0.79,0.08,0.24,0.78,0.33,1.0,0.89,0.35,0.1,0,0,1,0,0,0,0,0,Nesting_Site_Exclusion_Zones,success
0.13,0.87,0.67,0.62,0.34,15.3,2323.0,4.7,0.04,0.26,0.9,0.05,0.29,0.09,0.55,1.0,0.52,0.43,0.08,0,1,0,0,0,0,0,0,Buffer_Zone_Enforcement,success
0.18,0.32,0.53,0.48,0.17,16.2,311.0,3.1,0.25,0.18,0.17,0.12,0.25,0.11,0.49,0.4,0.85,0.16,1.0,0,0,1,0,0,0,0,0,Install_Bird_Diverters,success
0.12,0.82,0.11,0.1,0.22,41.1,2608.0,7.1,0.18,0.07,0.2,0.14,0.92,0.34,0.14,0.75,0.63,0.38,0.03,0,1,0,0,0,0,0,0,Managed_Water_Points,success
0.17,0.85,0.15,0.14,-0.44,41.5,2075.0,9.3,0.13,0.16,0.21,0.23,0.99,0.81,0.33,0.85,0.48,0.02,0.09,0,0,0,1,0,0,0,0,Micro_Thermal_Shelter_Creation,success
0.15,0.51,0.47,0.42,0.21,22.9,1668.0,5.5,0.15,0.15,0.26,0.15,0.22,0.6,0.61,0.23,0.82,0.23,1.0,0,0,1,0,0,0,0,0,Install_Bird_Diverters,success
0.14,0.81,0.42,0.39,-0.38,23.6,516.0,6.8,0.26,0.08,0.13,0.11,0.21,0.12,0.02,0.01,0.78,0.35,0.17,0,0,1,0,0,0,0,0,Vulture_Safe_Zone_Demarcation,success
0.4,0.81,0.3,0.29,-0.54,35.6,185.0,8.7,0.15,0.15,0.15,0.97,0.28,0.19,0.95,0.43,1.0,0.19,0.08,0,0,0,0,1,0,0,0,Construct_Artificial_Wetlands,success
0.14,0.7,0.72,0.7,0.1,30.6,2410.0,8.6,0.22,0.08,1.0,0.14,0.19,0.27,0.32,1.0,0.77,0.22,0.1,0,0,1,0,0,0,0,0,Nesting_Site_Exclusion_Zones,success
0.36,0.45,0.68,0.57,-0.51,31.7,253.0,4.8,0.0,0.16,0.18,0.97,0.24,0.24,0.67,0.88,1.0,0.24,0.17,0,1,0,0,0,0,0,0,Solar_Pump_Water_Holes,success
0.22,0.8,0.28,0.26,-0.1,40.1,1220.0,7.8,0.3,0.17,0.14,0.2,0.74,0.95,0.29,0.79,0.03,0.09,0.1,0,1,0,0,0,0,0,0,Managed_Water_Points,success
0.12,0.62,0.81,0.74,-0.12,40.2,2096.0,5.8,0.05,0.22,0.1,0.06,0.73,0.95,0.83,0.11,0.55,0.23,0.02,0,0,0,1,0,0,0,0,Micro_Thermal_Shelter_Creation,success
0.17,0.76,0.34,0.3,-0.02,19.1,227.0,4.5,0.08,0.21,0.99,0.2,0.27,0.1,0.21,1.0,0.19,0.12,0.09,0,1,0,0,0,0,0,0,Elephant_Corridor_Securitization,success
0.4,0.58,0.72,0.7,0.27,18.5,2857.0,6.1,0.14,0.81,0.24,0.09,0.12,0.79,1.0,0.68,0.93,0.23,0.2,0,1,0,0,0,0,0,0,Intelligence_Led_Anti_Poaching,success
0.15,0.89,0.35,0.32,0.44,25.0,2435.0,3.7,0.15,0.23,0.79,0.05,0.29,0.33,0.54,1.0,0.45,0.36,0.2,0,0,1,0,0,0,0,0,Nesting_Site_Exclusion_Zones,success
0.18,0.26,0.56,0.51,0.32,44.7,2989.0,2.5,0.23,0.07,0.24,0.27,0.26,0.2,0.04,0.59,0.81,0.07,0.15,0,1,0,0,0,0,0,0,Apex_Prey_Base_Restoration,success
0.12,0.88,0.73,0.64,0.3,30.2,2816.0,9.3,0.24,0.12,0.27,0.01,0.2,0.95,0.47,0.25,0.22,1.0,0.07,0,0,0,0,1,0,0,0,Fungal_Infection_Screening,success
0.16,0.41,0.14,0.13,-0.47,24.5,704.0,5.1,0.26,0.21,0.18,0.01,0.11,0.15,0.72,0.06,0.81,0.01,0.13,0,1,0,0,0,0,0,0,Apex_Prey_Base_Restoration,success
0.17,0.8,0.48,0.39,-0.42,37.3,2123.0,7.5,0.18,0.19,0.04,0.12,0.17,0.82,0.5,0.92,0.39,0.36,0.02,0,0,1,0,0,0,0,0,Native_Tree_Reforestation,success
0.35,0.68,0.35,0.55,0.15,36.4,1962.0,5.9,0.75,0.22,0.09,0.11,0.18,1.0,0.48,0.72,0.75,0.25,0.13,1,0,0,0,0,0,0,0,Strategic_Fire_Break_Maintenance,success
0.41,0.11,0.12,0.11,0.11,43.3,920.0,2.4,0.08,0.91,0.03,0.07,0.17,0.26,1.0,0.76,0.21,0.27,0.1,0,1,0,0,0,0,0,0,Intelligence_Led_Anti_Poaching,success
0.33,0.21,0.2,0.7,-0.18,36.3,2701.0,1.5,0.85,0.1,0.13,0.13,0.3,1.0,0.77,0.25,0.13,0.26,0.0,0,1,0,0,0,0,0,0,Fire_Refuge_Creation,success
0.15,0.15,0.78,0.66,0.12,44.2,2962.0,1.5,0.13,0.26,0.27,0.01,0.11,0.18,0.39,0.05,0.9,0.48,0.03,0,0,1,0,0,0,0,0,Native_Tree_Reforestation,success
0.31,0.82,0.38,0.31,-0.42,24.6,156.0,7.6,0.27,0.03,0.25,0.74,0.2,0.39,0.39,0.9,1.0,0.11,0.06,0,1,0,0,0,0,0,0,Solar_Pump_Water_Holes,success
0.19,0.77,0.34,0.31,-0.16,42.7,1405.0,9.1,0.25,0.18,0.08,0.13,0.85,0.5,0.48,0.3,0.94,0.09,0.05,0,0,0,1,0,0,0,0,Micro_Thermal_Shelter_Creation,success
0.11,0.46,0.27,0.22,0.11,17.6,2579.0,4.9,0.05,0.03,0.05,0.29,0.17,0.73,0.62,0.06,0.32,0.04,1.0,0,0,1,0,0,0,0,0,Install_Bird_Diverters,success
0.38,0.87,0.12,0.14,-0.1,41.4,725.0,8.8,0.84,0.23,0.14,0.11,0.16,1.0,0.89,0.44,0.33,0.02,0.05,1,0,0,0,0,0,0,0,Strategic_Fire_Break_Maintenance,success
0.43,0.33,0.38,0.49,-0.29,45.9,2176.0,2.9,0.99,0.15,0.28,0.26,0.04,1.0,0.97,0.58,0.22,0.17,0.1,1,0,0,0,0,0,0,0,Strategic_Fire_Break_Maintenance,success
0.13,0.89,0.47,0.4,0.08,27.6,2166.0,7.7,0.0,0.11,0.79,0.28,0.23,0.28,0.65,1.0,0.38,0.17,0.05,0,1,0,0,0,0,0,0,Buffer_Zone_Enforcement,success
0.15,0.67,0.77,0.7,-0.25,24.7,706.0,1.8,0.2,0.19,0.9,0.07,0.12,0.3,0.53,1.0,0.05,0.46,0.18,0,1,0,0,0,0,0,0,Elephant_Corridor_Securitization,success
0.07,0.78,0.42,0.38,-0.39,39.4,929.0,7.9,0.12,0.07,0.94,0.04,0.19,0.78,0.05,1.0,0.34,0.05,0.01,0,1,0,0,0,0,0,0,Elephant_Corridor_Securitization,success
0.17,0.79,0.53,0.44,-0.07,40.5,700.0,8.1,0.26,0.11,0.27,0.16,0.97,0.37,0.01,0.95,0.42,0.42,0.06,0,1,0,0,0,0,0,0,Managed_Water_Points,success
0.23,0.44,0.59,0.52,-0.24,34.8,2313.0,4.1,0.26,0.29,0.22,0.11,0.13,0.52,0.87,0.22,0.9,0.31,1.0,0,0,1,0,0,0,0,0,Install_Bird_Diverters,success
0.14,0.26,0.83,0.77,-0.12,47.4,2502.0,4.0,0.01,0.14,0.08,0.28,0.83,0.5,0.02,0.63,0.62,0.14,0.07,0,1,0,0,0,0,0,0,Managed_Water_Points,success
0.22,0.62,0.29,0.26,-0.3,40.7,1371.0,7.6,0.23,0.2,0.19,0.23,0.02,0.96,0.24,0.4,0.9,1.0,0.12,0,0,0,0,1,0,0,0,Fungal_Infection_Screening,success
0.1,0.49,0.26,0.24,-0.18,40.2,675.0,4.6,0.12,0.0,0.28,0.21,0.01,0.15,0.86,0.27,0.14,0.23,0.07,0,1,0,0,0,0,0,0,Apex_Prey_Base_Restoration,success
0.35,0.24,0.8,0.67,0.3,20.4,2453.0,1.5,0.1,0.79,0.22,0.02,0.0,0.11,1.0,0.54,0.08,0.29,0.04,0,1,0,0,0,0,0,0,Intelligence_Led_Anti_Poaching,success
0.19,0.13,0.35,0.29,-0.39,36.9,1613.0,2.5,0.12,0.28,0.11,0.16,0.08,0.61,0.26,0.63,0.53,1.0,0.01,0,0,0,0,1,0,0,0,Fungal_Infection_Screening,success
0.25,0.41,0.7,0.59,-0.21,43.5,1567.0,2.8,0.22,0.27,0.16,0.25,0.04,0.19,0.88,0.26,0.74,0.41,0.11,0,0,1,0,0,0,0,0,Native_Tree_Reforestation,success
0.11,0.88,0.51,0.42,0.41,22.8,2714.0,8.4,0.08,0.02,0.89,0.24,0.04,0.32,0.64,1.0,0.72,0.38,0.08,0,1,0,0,0,0,0,0,Buffer_Zone_Enforcement,success
0.43,0.79,0.4,0.33,0.22,40.7,582.0,8.9,0.29,0.75,0.16,0.14,0.08,0.24,1.0,0.87,0.21,0.47,0.17,0,1,0,0,0,0,0,0,Intelligence_Led_Anti_Poaching,success
0.22,0.77,0.32,0.27,0.41,18.7,2749.0,7.3,0.1,0.26,0.87,0.29,0.3,0.3,0.97,1.0,0.96,0.43,0.11,0,1,0,0,0,0,0,0,Elephant_Corridor_Securitization,success
0.18,0.9,0.16,0.13,-0.47,42.5,2359.0,7.6,0.16,0.18,0.25,0.22,0.87,0.59,0.73,0.24,0.87,0.19,0.13,0,0,0,1,0,0,0,0,Micro_Thermal_Shelter_Creation,success
0.13,0.7,0.58,0.55,0.12,30.9,2910.0,4.9,0.21,0.01,0.84,0.21,0.23,0.7,0.34,1.0,0.7,0.49,0.02,0,1,0,0,0,0,0,0,Elephant_Corridor_Securitization,success
0.37,0.76,0.62,0.57,-0.53,28.0,236.0,6.3,0.26,0.08,0.24,0.86,0.11,0.29,0.14,0.99,1.0,0.18,0.17,0,1,0,0,0,0,0,0,Solar_Pump_Water_Holes,success
0.34,0.81,0.17,0.16,-0.23,26.3,182.0,8.3,0.07,0.14,0.07,0.9,0.03,0.36,0.61,0.26,1.0,0.26,0.07,0,1,0,0,0,0,0,0,Solar_Pump_Water_Holes,success
0.47,0.83,0.81,0.66,-0.35,39.7,4.0,9.6,0.25,0.26,0.04,0.97,0.09,0.25,0.05,0.1,1.0,0.21,0.11,0,0,0,0,1,0,0,0,Construct_Artificial_Wetlands,success
0.36,0.11,0.31,0.56,-0.16,39.3,2072.0,0.0,0.97,0.02,0.14,0.19,0.19,1.0,0.2,0.42,0.81,0.38,0.16,0,1,0,0,0,0,0,0,Fire_Refuge_Creation,success
0.41,0.15,0.69,0.57,-0.39,26.1,5.0,0.0,0.21,0.25,0.16,0.83,0.25,0.45,0.2,0.08,1.0,0.31,0.17,0,1,0,0,0,0,0,0,Solar_Pump_Water_Holes,success
0.19,0.38,0.68,0.54,0.19,41.9,1882.0,3.1,0.18,0.2,0.06,0.19,0.99,0.4,0.96,0.91,0.42,0.08,0.02,0,1,0,0,0,0,0,0,Managed_Water_Points,success
0.36,0.18,0.89,0.75,-0.45,24.8,141.0,2.8,0.09,0.09,0.23,0.99,0.13,0.86,0.57,0.91,1.0,0.05,0.01,0,0,0,0,1,0,0,0,Construct_Artificial_Wetlands,success
0.42,0.42,0.26,0.15,0.5,38.7,1459.0,5.5,0.98,0.16,0.06,0.19,0.29,1.0,0.56,0.8,0.28,0.12,0.08,0,1,0,0,0,0,0,0,Fire_Refuge_Creation,success
0.3,0.67,0.36,0.15,0.15,44.9,2644.0,7.6,0.82,0.04,0.13,0.13,0.03,1.0,0.92,0.6,0.58,0.33,0.11,1,0,0,0,0,0,0,0,Strategic_Fire_Break_Maintenance,success
0.13,0.79,0.27,0.23,0.01,43.3,1884.0,0.0,0.02,0.19,0.85,0.14,0.05,0.54,0.81,1.0,0.31,0.03,0.19,0,1,0,0,0,0,0,0,Elephant_Corridor_Securitization,success
0.14,0.34,0.36,0.35,0.28,45.0,72.0,4.2,0.21,0.17,0.07,0.02,0.87,0.67,0.86,0.46,0.18,0.06,0.15,0,1,0,0,0,0,0,0,Managed_Water_Points,success
0.21,0.78,0.31,0.26,0.05,28.0,129.0,6.9,0.16,0.23,0.09,0.25,0.26,0.98,0.32,0.29,0.1,0.1,1.0,0,0,1,0,0,0,0,0,Install_Bird_Diverters,success
0.38,0.69,0.35,0.2,-0.18,41.0,264.0,7.4,0.87,0.12,0.19,0.25,0.25,1.0,0.52,0.64,0.76,0.08,0.08,0,1,0,0,0,0,0,0,Fire_Refuge_Creation,success
0.31,0.59,0.78,0.72,-0.25,40.6,108.0,5.5,0.03,0.15,0.03,0.81,0.07,0.47,0.06,0.39,1.0,0.16,0.06,0,1,0,0,0,0,0,0,Solar_Pump_Water_Holes,success
0.16,0.63,0.8,0.74,0.16,28.2,88.0,6.5,0.28,0.1,0.28,0.12,0.08,0.73,0.69,0.45,0.63,1.0,0.08,0,0,0,0,1,0,0,0,Fungal_Infection_Screening,success
0.12,0.83,0.45,0.42,-0.43,42.9,158.0,9.5,0.06,0.07,0.12,0.27,0.13,0.64,0.65,0.34,0.47,0.44,0.08,0,0,1,0,0,0,0,0,Vulture_Safe_Zone_Demarcation,success
0.14,0.71,0.86,0.78,-0.14,25.3,994.0,3.4,0.27,0.06,0.78,0.12,0.06,0.43,0.81,1.0,1.0,0.1,0.17,0,0,1,0,0,0,0,0,Nesting_Site_Exclusion_Zones,success
0.2,0.54,0.73,0.61,-0.14,17.0,1637.0,5.8,0.24,0.18,0.23,0.19,0.15,0.15,0.05,0.73,0.54,1.0,0.19,0,0,0,0,1,0,0,0,Fungal_Infection_Screening,success
0.19,0.75,0.58,0.57,0.43,34.0,2077.0,6.1,0.2,0.17,0.72,0.2,0.06,0.24,0.54,1.0,0.52,0.08,0.06,0,0,1,0,0,0,0,0,Nesting_Site_Exclusion_Zones,success
0.12,0.58,0.18,0.15,-0.44,39.8,2035.0,6.4,0.16,0.13,0.26,0.07,0.9,0.93,0.86,0.89,0.35,0.13,0.12,0,1,0,0,0,0,0,0,Managed_Water_Points,success
0.07,0.13,0.14,0.12,0.49,38.8,1300.0,0.4,0.07,0.05,0.19,0.08,0.07,0.79,0.75,0.47,0.49,0.13,0.03,0,1,0,0,0,0,0,0,Apex_Prey_Base_Restoration,success
0.09,0.52,0.8,0.75,0.12,38.4,419.0,5.2,0.05,0.15,0.2,0.04,0.85,0.38,0.35,0.74,0.2,0.26,0.16,0,0,0,1,0,0,0,0,Micro_Thermal_Shelter_Creation,success
0.18,0.73,0.37,0.35,0.04,38.5,1499.0,6.1,0.02,0.3,0.23,0.19,0.87,0.89,0.33,0.51,0.68,0.42,0.18,0,1,0,0,0,0,0,0,Managed_Water_Points,success
0.08,0.77,0.87,0.81,0.37,36.6,2429.0,8.0,0.07,0.11,0.26,0.06,0.09,0.67,0.18,0.49,0.58,0.26,0.17,0,0,1,0,0,0,0,0,Vulture_Safe_Zone_Demarcation,success
0.37,0.47,0.29,0.53,-0.44,38.4,1070.0,4.8,0.8,0.2,0.28,0.17,0.28,1.0,0.04,0.18,0.33,0.4,0.15,0,1,0,0,0,0,0,0,Fire_Refuge_Creation,success
0.17,0.19,0.6,0.56,0.33,39.1,2335.0,1.6,0.08,0.24,0.18,0.17,0.29,0.43,0.77,0.38,0.42,0.28,0.03,0,1,0,0,0,0,0,0,Apex_Prey_Base_Restoration,success
0.3,0.67,0.31,0.27,-0.21,42.9,66.0,5.5,0.22,0.04,0.12,0.74,0.19,0.36,0.75,0.42,1.0,0.37,0.18,0,1,0,0,0,0,0,0,Solar_Pump_Water_Holes,success
0.18,0.52,0.55,0.49,-0.43,38.9,1269.0,3.9,0.09,0.25,0.08,0.17,0.17,0.94,0.95,0.86,0.51,1.0,0.16,0,0,0,0,1,0,0,0,Fungal_Infection_Screening,success
0.18,0.88,0.22,0.21,0.34,39.9,909.0,3.5,0.22,0.19,0.78,0.14,0.1,0.15,0.64,1.0,0.74,0.13,0.17,0,0,1,0,0,0,0,0,Nesting_Site_Exclusion_Zones,success
0.15,0.63,0.25,0.21,0.01,21.3,827.0,5.8,0.18,0.08,0.94,0.2,0.24,0.16,0.38,1.0,0.78,0.12,0.13,0,0,1,0,0,0,0,0,Nesting_Site_Exclusion_Zones,success
0.17,0.78,0.69,0.57,0.28,18.2,236.0,8.3,0.26,0.11,0.06,0.15,0.29,0.34,0.94,0.44,0.99,0.06,0.14,0,1,0,0,0,0,0,0,Apex_Prey_Base_Restoration,success
0.31,0.11,0.69,0.64,-0.35,17.0,191.0,1.4,0.17,0.05,0.23,0.79,0.21,0.55,0.85,0.79,1.0,0.29,0.06,0,1,0,0,0,0,0,0,Solar_Pump_Water_Holes,success
0.21,0.33,0.86,0.76,-0.47,32.4,634.0,3.8,0.13,0.22,0.29,0.28,0.03,0.01,0.22,0.22,0.09,0.38,0.12,0,0,1,0,0,0,0,0,Native_Tree_Reforestation,success
0.16,0.2,0.8,0.7,-0.17,17.4,2510.0,3.0,0.14,0.15,0.28,0.2,0.07,0.7,0.68,0.3,0.5,0.22,0.03,0,0,1,0,0,0,0,0,Native_Tree_Reforestation,success
0.34,0.74,0.19,0.18,-0.27,23.6,262.0,6.0,0.06,0.16,0.02,0.86,0.07,0.93,0.2,0.01,1.0,0.27,0.15,0,1,0,0,0,0,0,0,Solar_Pump_Water_Holes,success
0.35,0.26,0.63,0.62,-0.57,33.1,220.0,1.5,0.11,0.11,0.26,0.93,0.06,0.96,0.4,0.35,1.0,0.24,0.15,0,1,0,0,0,0,0,0,Solar_Pump_Water_Holes,success
0.25,0.89,0.82,0.67,0.36,24.6,1318.0,7.8,0.23,0.29,0.07,0.23,0.29,0.93,0.73,0.46,0.69,0.3,0.06,0,1,0,0,0,0,0,0,Apex_Prey_Base_Restoration,success
0.2,0.36,0.11,0.1,-0.04,46.4,1350.0,3.0,0.26,0.18,0.14,0.17,0.72,0.27,0.83,0.96,0.64,0.29,0.07,0,0,0,1,0,0,0,0,Micro_Thermal_Shelter_Creation,success
0.41,0.75,0.78,0.69,-0.41,15.1,2480.0,6.2,0.03,0.92,0.2,0.13,0.27,0.17,1.0,0.39,0.63,0.49,0.01,0,1,0,0,0,0,0,0,Intelligence_Led_Anti_Poaching,success
0.34,0.46,0.33,0.76,0.16,40.0,2548.0,4.5,0.91,0.03,0.17,0.19,0.18,1.0,0.93,0.36,0.7,0.46,0.14,1,0,0,0,0,0,0,0,Strategic_Fire_Break_Maintenance,success
0.18,0.11,0.15,0.12,-0.28,34.9,619.0,0.5,0.2,0.16,0.02,0.19,0.27,0.92,0.17,0.52,0.75,0.29,0.16,0,0,1,0,0,0,0,0,Native_Tree_Reforestation,success
0.16,0.82,0.22,0.21,0.32,24.4,1392.0,6.2,0.27,0.01,0.87,0.26,0.09,0.43,0.47,1.0,0.05,0.3,0.13,0,0,1,0,0,0,0,0,Nesting_Site_Exclusion_Zones,success
0.49,0.23,0.29,0.25,0.01,27.7,568.0,1.5,0.29,0.99,0.11,0.04,0.04,0.01,1.0,0.32,0.17,0.01,0.18,0,1,0,0,0,0,0,0,Intelligence_Led_Anti_Poaching,success
0.15,0.78,0.46,0.45,-0.13,41.6,1163.0,5.2,0.18,0.24,0.98,0.0,0.02,0.89,0.28,1.0,0.24,0.07,0.16,0,1,0,0,0,0,0,0,Buffer_Zone_Enforcement,success
0.19,0.7,0.71,0.59,-0.2,42.9,2554.0,7.2,0.08,0.3,0.04,0.14,0.81,0.7,0.2,0.67,0.37,0.13,0.04,0,0,0,1,0,0,0,0,Micro_Thermal_Shelter_Creation,success
0.36,0.61,0.28,0.71,0.06,43.2,1769.0,5.5,1.0,0.13,0.18,0.04,0.01,1.0,0.9,0.93,0.02,0.48,0.18,1,0,0,0,0,0,0,0,Strategic_Fire_Break_Maintenance,success
0.04,0.79,0.69,0.69,0.49,33.3,2091.0,6.6,0.11,0.03,0.09,0.0,0.18,0.52,0.06,0.63,0.27,0.3,1.0,0,0,1,0,0,0,0,0,Install_Bird_Diverters,success
0.15,0.63,0.25,0.2,0.03,37.1,2337.0,5.9,0.17,0.14,0.81,0.14,0.22,0.82,0.87,1.0,0.82,0.01,0.1,0,1,0,0,0,0,0,0,Elephant_Corridor_Securitization,success
0.15,0.89,0.27,0.24,-0.1,28.9,336.0,6.8,0.1,0.14,0.8,0.21,0.25,0.32,0.43,1.0,0.51,0.29,0.09,0,0,1,0,0,0,0,0,Nesting_Site_Exclusion_Zones,success
0.09,0.87,0.29,0.28,0.22,47.0,2245.0,8.8,0.16,0.02,0.03,0.1,0.91,0.63,0.42,0.65,0.57,0.11,0.1,0,1,0,0,0,0,0,0,Managed_Water_Points,success
0.36,0.86,0.84,0.82,-0.26,21.1,208.0,8.1,0.27,0.13,0.27,0.76,0.25,0.16,0.09,0.37,1.0,0.22,0.09,0,0,0,0,1,0,0,0,Construct_Artificial_Wetlands,success
0.19,0.86,0.59,0.52,-0.36,36.1,1545.0,9.5,0.19,0.18,0.25,0.19,0.16,0.08,0.85,0.51,0.57,0.31,1.0,0,0,1,0,0,0,0,0,Install_Bird_Diverters,success
0.36,0.24,0.47,0.39,-0.0,33.4,1346.0,1.3,0.01,0.71,0.11,0.25,0.03,0.02,1.0,0.98,0.4,0.43,0.14,0,1,0,0,0,0,0,0,Intelligence_Led_Anti_Poaching,success
0.21,0.39,0.66,0.54,-0.09,43.0,2661.0,4.3,0.29,0.14,0.08,0.2,0.19,0.82,0.44,0.67,0.06,0.28,0.04,0,0,1,0,0,0,0,0,Native_Tree_Reforestation,success
0.15,0.88,0.35,0.32,-0.39,27.9,2483.0,3.2,0.26,0.07,0.75,0.14,0.2,0.54,0.18,1.0,0.76,0.33,0.0,0,1,0,0,0,0,0,0,Buffer_Zone_Enforcement,success
0.26,0.27,0.56,0.47,0.07,23.9,318.0,1.5,0.28,0.25,0.03,0.26,0.01,0.62,0.99,0.99,0.11,0.34,0.09,0,0,1,0,0,0,0,0,Vulture_Safe_Zone_Demarcation,success
0.33,0.35,0.32,0.49,0.35,42.8,2978.0,2.1,0.81,0.15,0.07,0.09,0.01,1.0,0.11,0.54,0.81,0.07,0.08,1,0,0,0,0,0,0,0,Strategic_Fire_Break_Maintenance,success
0.37,0.46,0.68,0.58,0.36,22.6,1466.0,5.1,0.09,0.79,0.03,0.08,0.04,0.76,1.0,0.44,0.1,0.21,0.16,0,1,0,0,0,0,0,0,Intelligence_Led_Anti_Poaching,success
0.16,0.25,0.53,0.43,0.32,16.4,2678.0,2.6,0.24,0.17,0.27,0.05,0.2,0.18,0.73,0.48,0.5,0.01,0.11,0,1,0,0,0,0,0,0,Apex_Prey_Base_Restoration,success
0.1,0.4,0.85,0.77,-0.44,40.3,1996.0,4.2,0.23,0.0,0.23,0.12,0.12,0.43,0.21,0.78,0.4,0.32,1.0,0,0,1,0,0,0,0,0,Install_Bird_Diverters,success
0.15,0.83,0.87,0.8,0.04,20.4,2592.0,9.3,0.02,0.2,0.14,0.21,0.1,0.54,0.85,0.66,0.64,0.37,0.04,0,0,1,0,0,0,0,0,Vulture_Safe_Zone_Demarcation,success
0.23,0.75,0.3,0.27,-0.46,24.0,1605.0,4.3,0.1,0.28,1.0,0.28,0.05,0.78,0.61,1.0,0.45,0.43,0.02,0,1,0,0,0,0,0,0,Elephant_Corridor_Securitization,success
0.43,0.42,0.17,0.55,-0.26,47.7,1372.0,3.3,0.82,0.3,0.16,0.22,0.24,1.0,0.93,0.24,0.26,0.24,0.02,0,1,0,0,0,0,0,0,Fire_Refuge_Creation,success
0.2,0.67,0.48,0.45,-0.31,29.1,2252.0,5.5,0.25,0.26,0.04,0.05,0.2,0.09,0.9,0.91,0.22,0.1,0.07,0,0,1,0,0,0,0,0,Native_Tree_Reforestation,success
0.24,0.6,0.27,0.27,0.37,32.1,2287.0,0.1,0.24,0.27,0.99,0.21,0.14,0.96,0.59,1.0,0.18,0.21,0.04,0,1,0,0,0,0,0,0,Buffer_Zone_Enforcement,success
0.1,0.55,0.79,0.7,0.03,31.5,586.0,6.8,0.08,0.06,0.06,0.18,0.24,0.81,0.24,0.33,0.61,0.25,0.19,0,1,0,0,0,0,0,0,Apex_Prey_Base_Restoration,success
0.18,0.49,0.1,0.09,0.22,37.2,2610.0,4.5,0.22,0.16,0.14,0.16,0.1,0.91,0.31,0.92,0.29,0.28,0.11,0,0,1,0,0,0,0,0,Native_Tree_Reforestation,success
0.17,0.88,0.33,0.28,0.19,18.0,547.0,7.6,0.17,0.15,0.24,0.19,0.08,0.11,0.14,0.62,0.54,0.13,1.0,0,0,1,0,0,0,0,0,Install_Bird_Diverters,success
0.12,0.72,0.21,0.2,0.4,22.6,2350.0,6.7,0.27,0.04,0.7,0.07,0.27,0.06,0.58,1.0,0.12,0.06,0.15,0,1,0,0,0,0,0,0,Buffer_Zone_Enforcement,success
0.19,0.6,0.35,0.34,-0.09,35.8,1823.0,6.8,0.08,0.19,0.24,0.28,0.14,0.56,0.41,0.96,0.44,0.15,0.18,0,0,1,0,0,0,0,0,Native_Tree_Reforestation,success
0.41,0.31,0.37,0.68,-0.45,44.6,1277.0,4.4,1.0,0.05,0.26,0.29,0.07,1.0,0.21,0.11,0.51,0.45,0.16,1,0,0,0,0,0,0,0,Strategic_Fire_Break_Maintenance,success
0.15,0.56,0.56,0.49,-0.13,37.6,2337.0,6.9,0.01,0.14,0.16,0.29,0.06,0.33,0.62,0.16,0.12,0.16,0.0,0,0,1,0,0,0,0,0,Vulture_Safe_Zone_Demarcation,success
0.13,0.27,0.75,0.64,-0.4,41.7,2390.0,3.8,0.18,0.16,0.21,0.04,0.03,0.93,0.54,0.56,0.14,0.21,1.0,0,0,1,0,0,0,0,0,Install_Bird_Diverters,success
0.22,0.63,0.86,0.8,0.39,15.1,1345.0,0.9,0.26,0.15,0.99,0.28,0.17,0.51,0.17,1.0,0.66,0.11,0.06,0,0,1,0,0,0,0,0,Nesting_Site_Exclusion_Zones,success
0.37,0.49,0.4,0.32,-0.36,33.8,171.0,4.7,0.12,0.23,0.28,0.81,0.24,0.32,0.35,0.21,1.0,0.21,0.13,0,1,0,0,0,0,0,0,Solar_Pump_Water_Holes,success
0.21,0.58,0.63,0.58,-0.1,39.3,2759.0,5.0,0.09,0.25,0.01,0.29,0.06,0.2,0.68,0.49,0.85,0.1,0.07,0,0,1,0,0,0,0,0,Vulture_Safe_Zone_Demarcation,success
0.43,0.27,0.5,0.49,0.37,36.9,581.0,3.4,0.12,0.89,0.0,0.11,0.13,0.51,1.0,0.13,0.54,0.15,0.16,0,1,0,0,0,0,0,0,Intelligence_Led_Anti_Poaching,success
